ID Otazka,ID odpoved,ID_Sypanie,Do nultej verzie,Vybrať (Y),Kategoria (vybrat jedno z dodaneho zoznamu),"Nazov (odstranit cisla, skonzistentnit a spresnit)",Koncepty,Obtiaznost (impossible/tazke/stredne/lahke/trivialne),Otazka,Image url,Odpoved,Priemer,Poznamka pre studentov,Komentar pre nas (studentom sa nezobrazi),Hodnotenie expert ML,Hodnotenie expert JS,Rozdiel,Komentar ML,Komentar JS
1072799573,206,861,y,Y,softverove_inzinierstvo,Dôvody opotrebovania softvéru časom,"kvalita,softvérový projekt,údržba softvéru",stredne,"Prečo po určitom čase používania softvéru počet chýb v ňom spravidla stúpa, hoci, na rozdiel od hardvéru či iných zariadení, sa programové inštrukcie neopotrebúvajú?",,"v case vyvoju sa neda osetrit vsetky chyby ,lebo neviem presne ze ako budu pouzivatalia pouzivat softver. stale vznikaju nove technologie , s ktorou by sme mohli vylepsit softver.",0.25,,,0.3,0.2,0.1,,
1072799573,208,862,y,Y,softverove_inzinierstvo,Dôvody opotrebovania softvéru časom,"kvalita,softvérový projekt,údržba softvéru",lahke,"Prečo po určitom čase používania softvéru počet chýb v ňom spravidla stúpa, hoci, na rozdiel od hardvéru či iných zariadení, sa programové inštrukcie neopotrebúvajú?",,"pretoze sa v nom neustale nieco opravuje, upravuje a pridavaju sa dalsie moduly a rozsiruje sa funkcionalita",0.95,,,1,0.9,0.1,,
1072799573,209,863,,Y,softverove_inzinierstvo,Dôvody opotrebovania softvéru časom,"kvalita,softvérový projekt,údržba softvéru",lahke,"Prečo po určitom čase používania softvéru počet chýb v ňom spravidla stúpa, hoci, na rozdiel od hardvéru či iných zariadení, sa programové inštrukcie neopotrebúvajú?",,"narastajucy pocet chyb je zvacsa dosledkom tzv degradacie struktury softveru, co znamena, ze vsetky upravy, zmeny, vylepsenia atd pozmenili zakladnu strukturu a ked je tych zmien uz prilis vela, struktura je uz znehodnotena a vyhody, ktore mala zo zaciatku uz su stratene alebo rapidne zmensene. V skratke teda vsetky zmeny spravene na softvery zanechali strukturu vzdy v horsom stave az sa nakoniec struktura uplne znicila.",0.95,,,1,0.9,0.1,,
1072799574,214,864,y,Y,modelovanie_softveru,Dôvod vytvárania modelov,"modelovanie,návrh softvéru",lahke,Prečo vytvárame modely?,,"Aby sme vedeli odhadnúť niektoré vlastnosti a požiadavky výslednáho systému, porovnať alternatívy, ešte veci odkonzultovať so zákazníkom (modelu bude skôr rozumieť ako kódom). Model je zachytenie určitého aspektu systému na určitej vrstve abstrakcie.",1,,,1,1,0,,
1072799574,215,865,y,Y,modelovanie_softveru,Dôvod vytvárania modelov,"modelovanie,návrh softvéru",lahke,Prečo vytvárame modely?,,"model nám slúži napr na to aby sme popredu vedeli určiť vstupy výstupy, dtd, aby sme vedeli približnú dĺžku práce na systéme",0.65,,,0.5,0.8,0.3,,
1072799574,216,866,,Y,modelovanie_softveru,Dôvod vytvárania modelov,"modelovanie,návrh softvéru",lahke,Prečo vytvárame modely?,,"-model zovseobecnuje problem -vybera z neho len podstatne veci nepodstatne zanedbava -pomaha pri komunikacii so zakaznikm na vcasne odhalenie nedorozumeni pri komunikacii -modely sa vytvaraju v kazdej faze vyvoja a sluzia na stale porovnavanie, ci dodrzu",0.9,,,1,0.8,0.2,,
1072799574,219,867,,Y,modelovanie_softveru,Dôvod vytvárania modelov,"modelovanie,návrh softvéru",lahke,Prečo vytvárame modely?,,"kvoli komunikacii so zakaznikom kvoli znazorneniu cielov, procesov v systeme kvoli planovaniu a navrhu riesenia kvoli lepsej spolupraci v time",0.55,,,0.4,0.7,0.3,,
1072799575,220,868,,Y,testovanie,Testovacie vstupy pri použítií techniky bielej skrinky,"testovanie,metóda bielej skrinky",trivialne,Pri stanovovaní testovacích vstupov technikou biela skrinka vychádzame zo špecifikácie programu. Odpovedajte ÁNO / NIE.,,NIE,1,,,1,1,0,,
1072799577,223,869,,Y,diagram,Určovanie typu diagramu,"entitno-relačný diagram,model údajov,diagram modelu údajov",lahke,Aký typ diagramu je na obrázku?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-11.png,entitno-relacny diagram,1,,,1,1,0,,
1072799577,224,870,y,Y,diagram,Určovanie typu diagramu,"entitno-relačný diagram,model údajov,diagram modelu údajov",lahke,Aký typ diagramu je na obrázku?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-11.png,ER - entitno-relacny diagram,1,,,1,1,0,,
1072799577,230,871,y,Y,diagram,Určovanie typu diagramu,"model údajov,logický model,diagram modelu údajov",lahke,Aký typ diagramu je na obrázku?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-11.png,diagram modelu udajov - logicky model,0,,,0,0,0,,
1072799577,231,872,,Y,diagram,Určovanie typu diagramu,"model údajov,logický model,diagram modelu údajov",lahke,Aký typ diagramu je na obrázku?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-11.png,diagram modelu udajov - logický,0,,,0,0,0,,
1072799579,236,873,,Y,testovanie,Testovacie vstupy pri použítií techniky čiernej skrinky,"testovanie,metóda čiernej skrinky",trivialne,Pri stanovovaní testovacích vstupov technikou čierna skrinka vychádzame zo štruktúry samotného programu. Odpovedajte ÁNO / NIE.,,nie,1,,,1,1,0,,
1072799580,238,874,,Y,testovanie,Testovacie vstupy pri použítií techniky čiernej skrinky,"testovanie,metóda čiernej skrinky",trivialne,Pri určovaní testovacích vstupov technikou biela skrinka sa rozdeľujú vstupy/výstupy do tried ekvivalencie. Odpovedajte ÁNO / NIE.,,nie,0.5,,,1,0,1,Vychadzal som z odpvoedi v dokumente,
1072799580,239,875,,Y,testovanie,Testovacie vstupy pri použítií techniky čiernej skrinky,"testovanie,metóda čiernej skrinky",trivialne,Pri určovaní testovacích vstupov technikou biela skrinka sa rozdeľujú vstupy/výstupy do tried ekvivalencie. Odpovedajte ÁNO / NIE.,,ano,0.5,,,0,1,1,Vychadzal som z odpvoedi v dokumente,
1072799581,251,876,,Y,softverove_inzinierstvo,Interoperabilita softvéru,"vlastnosť softvéru,zviazanosť",lahke,"Softvér A ukladá výstupy do vlastného efektívneho formátu, ktorého tvar nie je známy. Softvér B ukladá výstupy do štandardného formátu (XML). Ktorý softvér má menšiu interoperabilitu?",,Softver B.,0,,,0,0,0,Vychadzal som z odpvoedi v dokumente,
1072799581,252,877,y,Y,softverove_inzinierstvo,Interoperabilita softvéru,"vlastnosť softvéru,zviazanosť,softvér",lahke,"Softvér A ukladá výstupy do vlastného efektívneho formátu, ktorého tvar nie je známy. Softvér B ukladá výstupy do štandardného formátu (XML). Ktorý softvér má menšiu interoperabilitu?",,"Urcite je to softver A, kedze jeho format je jeho vlastny, kdezto B pouziva rozsireny stadard XML.",1,,,1,1,0,,
1072799581,253,878,,Y,softverove_inzinierstvo,Interoperabilita softvéru,"vlastnosť softvéru,zviazanosť,softvér",lahke,"Softvér A ukladá výstupy do vlastného efektívneho formátu, ktorého tvar nie je známy. Softvér B ukladá výstupy do štandardného formátu (XML). Ktorý softvér má menšiu interoperabilitu?",,"Softver A, pretoze pouziva svoj vlastny format, ktory nie je ostatnym znamy, a teda ma horsiu moznost spoluprace s inymi softverovymi vyrobkami.",1,,,1,1,0,,
1072799581,255,879,,Y,softverove_inzinierstvo,Interoperabilita softvéru,"vlastnosť softvéru,zviazanosť,softvér",lahke,"Softvér A ukladá výstupy do vlastného efektívneho formátu, ktorého tvar nie je známy. Softvér B ukladá výstupy do štandardného formátu (XML). Ktorý softvér má menšiu interoperabilitu?",,Mensiu interoperabilitu ma softver A kedze s danym formatom nevedia ine systemy pracovat.,1,,,1,1,0,,
1072799582,271,880,,Y,manazment,Problémy s tvorbou softvéru,"manažment,manažment projektu,problém s tvorbou softvéru",lahke,Softvérový systém vyvíja 50 ľudí v 3 krajinách (3 rôzne časové pásma). Aké typy problémov spojené s tvorbou softvéru môžu nastať?,,"Komunikacia - velku vacsinu casu travia programatory kominikaciou Vykonnost programatorv - nie kazdy programator je rovnako vykonny, rozdiel az rad",0.55,,,0.5,0.6,0.1,,
1072799582,272,881,,Y,manazment,Problémy s tvorbou softvéru,"manažment,manažment projektu,problém s tvorbou softvéru,problém s tvorbou softvéru",lahke,Softvérový systém vyvíja 50 ľudí v 3 krajinách (3 rôzne časové pásma). Aké typy problémov spojené s tvorbou softvéru môžu nastať?,,"Mozu nastat problemy s komunikaciou, problemy naslednym spajanim komponentov do celku, kedze ide o rozne casove pasma moze dojst aj k nejakym nezrovnalostiam v castiach softwaru sposobenych optimalizaciou casov. Dalej moze nastat nie uplne pochopenie toho, co druha strana spravila pri naslednej integracii. Dalej moze ist o nezrovnalost terminu odovzdania.",0.95,,,1,0.9,0.1,,
1072799582,273,882,,Y,manazment,Problémy s tvorbou softvéru,"manažment,manažment projektu,problém s tvorbou softvéru",lahke,Softvérový systém vyvíja 50 ľudí v 3 krajinách (3 rôzne časové pásma). Aké typy problémov spojené s tvorbou softvéru môžu nastať?,,"problem s komunikaciou, jazykova bariera, eticke a moralne zasady,",0.75,,,0.7,0.8,0.1,,
1072799582,274,883,,Y,manazment,Problémy s tvorbou softvéru,"manažment,manažment projektu,problém s tvorbou softvéru",lahke,Softvérový systém vyvíja 50 ľudí v 3 krajinách (3 rôzne časové pásma). Aké typy problémov spojené s tvorbou softvéru môžu nastať?,,"1. Moze nastat problem v komunikacii , co sa tyka jazykovej bariery. 2. moze nastat problem z dohodnutim jednotliveho casc ci uz vydania softveru, alebo problemi s casom napriklad pri dohodnutej komunikacii. 3. Moze nastat kulturny rozpor a nabozensky pohlad na istu vec z hladiska 2, 3, alebo viacerych odlisnych kultur. 4. Samozrejme moze nastat problem v implementacii, v kazdej krajne mozu platit ine standardy pri vyucbe informatiky, napriklad ine je to v Japonsku, ine v Rusku- pozostatky socialistickej ery, a ine v Indii - preludnena krajina s nie uplne najlepsiou urovnou skolstva",1,,,1,1,0,,
1072799583,275,884,,Y,softverove_inzinierstvo,Správnosť softvérového systému,softvérový projekt,trivialne,Správnosť softvérového produktu je nevyhnutná. Odpovedajte ÁNO / NIE.,,NIE,1,,,1,1,0,,
1072799584,279,885,,Y,softverove_inzinierstvo,Správnosť softvérového systému,softvérový projekt,trivialne,Správnosť softvérového produktu nepostačuje a nie je nevyhnutná. Odpovedajte ÁNO / NIE.,,ANO,1,,,1,1,0,,
1072799584,280,886,,Y,softverove_inzinierstvo,Správnosť softvérového systému,softvérový projekt,trivialne,Správnosť softvérového produktu nepostačuje a nie je nevyhnutná. Odpovedajte ÁNO / NIE.,,"ANO, je to pravda. Softver moze byt spravny, ale vypocet moze trva 100 rokov. Nespravny softver s 99.99999999999999999999999999999999999999 spravnostou zbehne za 0.1 ms.",1,,,1,1,0,,
1072799584,281,887,,Y,softverove_inzinierstvo,Správnosť softvérového systému,softvérový projekt,trivialne,Správnosť softvérového produktu nepostačuje a nie je nevyhnutná. Odpovedajte ÁNO / NIE.,,"ANO, nepostacuje a nie je nevyhnutna. Zavisi aj od specifikacie, aku ma splnat.",1,,,1,1,0,,
1072799584,282,888,,Y,softverove_inzinierstvo,Správnosť softvérového systému,softvérový projekt,trivialne,Správnosť softvérového produktu nepostačuje a nie je nevyhnutná. Odpovedajte ÁNO / NIE.,,NIE,0,,,0,0,0,,
1072799585,285,889,,Y,testovanie,Používanie statického testovania,"testovanie,statické overovanie",stredne,Statické testovanie sa používa iba pri analýze a návrhu. Odpovedajte ÁNO / NIE.,,ANO,0,,,0,0,0,,
1072799586,288,890,,Y,testovanie,Používanie statického testovania,"testovanie,statické overovanie",stredne,Statické testovanie sa používa najmä pri integrácii softvérového systému. Odpovedajte ÁNO / NIE.,,"NIE, pouziva sa v kazdej faze vyvoja softveru",1,,,1,1,0,,
1072799587,301,891,y,Y,softverove_inzinierstvo,Problém prispôsobivosti tvorby softvéru,"problém s tvorbou softvéru,softvér",lahke,Stručne charakterizujte (jednou vetou) problém prispôsobivosti tvorby softvéru.,,"zakaznik nie vzdy vie co presne chce, a teda uz pri formulovani specifikacii mozu vznikat odchylky na ktore sa moze dojst az v neskorsej faze tvorby softveru, kde prisposobenie zakaznikovi uz vyzaduje ovela viac clovekohodin",0.1,,,0,0.2,0.2,,
1072799587,302,892,y,Y,softverove_inzinierstvo,Problém prispôsobivosti tvorby softvéru,"problém s tvorbou softvéru,softvér",lahke,Stručne charakterizujte (jednou vetou) problém prispôsobivosti tvorby softvéru.,,"Okolie softveru sa neustale meni, softver sa musi prisposobovat, nie naopak.",0.95,,,1,0.9,0.1,,
1072799587,303,893,y,Y,softverove_inzinierstvo,Problém prispôsobivosti tvorby softvéru,"problém s tvorbou softvéru,softvér",lahke,Stručne charakterizujte (jednou vetou) problém prispôsobivosti tvorby softvéru.,,"Ide o jeho znasanie chybovych vstupov, a rozne ine riesenia koliznych situacii respektive situacii ohrozujucich stabilitu softwaru.",0,,,0,0,0,,
1072799587,304,894,y,Y,softverove_inzinierstvo,Problém prispôsobivosti tvorby softvéru,"problém s tvorbou softvéru,softvér",lahke,Stručne charakterizujte (jednou vetou) problém prispôsobivosti tvorby softvéru.,,"Sofwer a poziadavky nan sa aj pocas vyvoja menia, vychadza to s toho ,ze softwer sa ma prisosobit ludom,prostriediu a nie naopak.",0.95,,,1,0.9,0.1,,
1072799588,321,895,,Y,diagram,Určovanie typu diagramu,"diagram komunikácie,UML,model správania",trivialne,Aký typ UML diagramu je na obrázku? (uveďte anglický aj slovenský názov),http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-12.png,komunikacny diagram / communication diagram,1,,,1,1,0,,
1072799588,323,896,,Y,diagram,Určovanie typu diagramu,"diagram komunikácie,UML,model správania",trivialne,Aký typ UML diagramu je na obrázku? (uveďte anglický aj slovenský názov),http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-12.png,diagram komunikacie - comunication diagram,1,,,1,1,0,,
1072799589,336,897,,Y,softverove_inzinierstvo,Príklady generických softvérových výrobkov,softvér,trivialne,Uveďte 2 príklady softvérového výrobku generického typu.,,"napriklad webovy prehliadac Firefox od Mozilla, alebo aj graficky editor Photoshop od Adobe, cielom je ze nie je tvoreny na objednavku ale ho vyraba firma pre kohokolvek",1,,,1,1,0,,
1072799589,338,898,,Y,softverove_inzinierstvo,Príklady generických softvérových výrobkov,softvér,trivialne,Uveďte 2 príklady softvérového výrobku generického typu.,,"produkty MS Office(Word,Excel,Powerpoint,atd.) Oracle Databaza",1,,,1,1,0,,
1072799589,339,899,,Y,softverove_inzinierstvo,Príklady generických softvérových výrobkov,softvér,trivialne,Uveďte 2 príklady softvérového výrobku generického typu.,,"Textovy editor, IM klient",1,,,1,1,0,,
1072799590,344,900,,Y,modely_spravania,Vymenovanie stereotypných vzťahov závislosti medzi prípadmi použitia,"diagram prípadov použitia,model správania",lahke,Uveďte aké dva stereotypy vzťahu závislosti medzi prípadmi použitia sa používajú v diagrame prípadov použitia?,,"pouzivatel, entita",0,"Zamyslieť sa, aké poznáme stereotypy v rámci diagramu prípadov použitia",,0,0,0,,
1072799590,345,901,y,Y,modely_spravania,Vymenovanie stereotypných vzťahov závislosti medzi prípadmi použitia,"diagram prípadov použitia,model správania",lahke,Uveďte aké dva stereotypy vzťahu závislosti medzi prípadmi použitia sa používajú v diagrame prípadov použitia?,,"Zovseobecnenie, zavislost, vazba, kompozicia, zoskupenie.",0,"Zamyslieť sa, aké poznáme stereotypy v rámci diagramu prípadov použitia",,0,0,0,,
1072799590,348,902,y,Y,modely_spravania,Vymenovanie stereotypných vzťahov závislosti medzi prípadmi použitia,"diagram prípadov použitia,model správania",lahke,Uveďte aké dva stereotypy vzťahu závislosti medzi prípadmi použitia sa používajú v diagrame prípadov použitia?,,<include> - musia nastat obidva pripady <extend> - pripad moze nastat ale nemusi,1,,,1,1,0,,
1072799590,352,903,,Y,modely_spravania,Vymenovanie stereotypných vzťahov závislosti medzi prípadmi použitia,"diagram prípadov použitia,model správania",lahke,Uveďte aké dva stereotypy vzťahu závislosti medzi prípadmi použitia sa používajú v diagrame prípadov použitia?,,<<extend>> <<include>>,1,,,1,1,0,,
1072799591,362,904,y,Y,modely_spravania,Vymenovanie prvkov v diagrame aktivít,"diagram činností,model správania",lahke,Uveďte aké prvky obsahuje diagram aktivít (aké uzly a hrany tvoria diagram).,,"akcie, prechody, hodnotene prechody, rozvetvenie, plavecke drahy, toky objektov",0.85,,,0.8,0.9,0.1,,
1072799591,364,905,y,Y,modely_spravania,Vymenovanie prvkov v diagrame aktivít,"diagram činností,model správania",lahke,Uveďte aké prvky obsahuje diagram aktivít (aké uzly a hrany tvoria diagram).,,"hrany zavislosti, hrany toku,",0.2,,,0.2,0.2,0,,
1072799591,368,906,y,Y,modely_spravania,Vymenovanie prvkov v diagrame aktivít,"diagram činností,model správania",lahke,Uveďte aké prvky obsahuje diagram aktivít (aké uzly a hrany tvoria diagram).,,"toky udajov(hrany), samotne aktivity(procesy)=uzly,",0.5,,,0.3,0.7,0.4,"Tu som dal menej lebo napisal mensiu cast, pricom si myslim, ze pri hranach by malo byt uvedene najme, ze urcuju naslednost aktivit/procesov",
1072799591,373,907,,Y,modely_spravania,Vymenovanie prvkov v diagrame aktivít,"diagram činností,model správania",lahke,Uveďte aké prvky obsahuje diagram aktivít (aké uzly a hrany tvoria diagram).,,decision - merge -fork -join -action -connection,0.85,,,0.8,0.9,0.1,,
1072799592,392,908,y,Y,analyza_poziadaviek,Vymenovanie vlastností špecifikácie,špecifikácia,tazke,Uveďte aspoň 4 vlastnosti dobrej špecifikácie požiadaviek.,,obsahuje aj funckie ktore nebude system poskytovat - obsahuje konkretne poskytovane funkcie - je v nej zahrnuta velkost systemu (kolko pouzivatelov a pod.) - rozumie jej zakaznik a poskytovatel,0.05,,,0,0.1,0.1,,
